REPORT_DATE,FATALITIES,COUNTY,change_2006_2016,indicator_2002_2006,indicator_1999_2001,indicator_1993_1998,has_accident_before_2006,name,Longitude,Latitude,Region,Family,Color,Nearest Neighbor,Region_color,simple_family
1970-01-01 00:00:00.020210827,1,37063,0.0,0,0,0,0,Durham,-78.87606872,36.03605321,S,Middle America,orange,Raleigh,#1f77b4,Traditional
1970-01-01 00:00:00.020210822,2,21111,0.0,0,0,0,1,Jefferson,-85.65772828,38.18834895,MW,Middle America,orange,Louisville (IN),#f7b6d2,Traditional
1970-01-01 00:00:00.020210627,1,6065,2.0,0,0,0,0,Riverside,-115.9939021,33.74329781,W,Growth Management,green,San Diego,#d62728,Reform
1970-01-01 00:00:00.020210712,1,41059,0.0,0,0,0,0,Umatilla,-118.736681,45.59148273,W,Containment,green,Portland (WA),#d62728,Reform
1970-01-01 00:00:00.020210528,1,6113,0.0,0,0,0,0,Yolo,-121.9015118,38.68648941,W,Growth Management,green,Sacramento,#d62728,Reform
1970-01-01 00:00:00.020210417,1,6001,0.0,0,0,0,0,Alameda,-121.888612,37.64642367,W,Growth Control,green,San Francisco,#d62728,Reform
1970-01-01 00:00:00.020210721,1,51025,0.0,0,0,0,0,Brunswick,-77.85881453,36.76457633,S,Middle America,orange,Richmond,#1f77b4,Traditional
1970-01-01 00:00:00.020210703,1,9001,-1.0,0,0,0,0,Fairfield,-73.38919037,41.26973285,NE,Middle America,orange,New Haven,#9edae5,Traditional
1970-01-01 00:00:00.020210720,1,35029,1.0,0,0,0,0,Luna,-107.7498996,32.18233304,W,Growth Management,green,Phoenix,#d62728,Reform
1970-01-01 00:00:00.020210703,1,6071,-5.0,0,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
1970-01-01 00:00:00.020210715,3,45021,0.0,0,0,0,1,Cherokee,-81.62012099,35.04837373,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020210616,1,41035,1.0,0,0,0,0,Klamath,-121.6500072,42.68605026,W,Containment,green,Portland (WA),#d62728,Reform
1970-01-01 00:00:00.020210520,1,6073,-1.0,0,0,0,0,San Diego,-116.7353982,33.03386576,W,Growth Management,green,San Diego,#d62728,Reform
1970-01-01 00:00:00.020210327,1,6067,-1.0,0,0,0,0,Sacramento,-121.3445212,38.44881725,W,Growth Management,green,Sacramento,#d62728,Reform
1970-01-01 00:00:00.020210509,1,6107,0.0,0,0,0,0,Tulare,-118.8004216,36.22081997,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020210403,1,6071,-5.0,0,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
1970-01-01 00:00:00.020210518,1,13121,-1.0,0,0,0,0,Fulton,-84.46714878,33.79038574,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020201207,1,10003,0.0,0,0,0,0,New Castle,-75.64791441,39.58150592,NE,Middle America,orange,Philadelphia (PA),#9edae5,Traditional
1970-01-01 00:00:00.020210620,1,47065,1.0,0,0,0,0,Hamilton,-85.1644476,35.18133492,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020200623,1,6081,0.0,0,0,0,0,San Mateo,-122.328899,37.42298018,W,Growth Control,green,San Francisco,#d62728,Reform
1970-01-01 00:00:00.020210623,1,35019,0.0,0,0,0,0,Guadalupe,-104.7904138,34.86315461,W,Growth Control,green,Denver,#d62728,Reform
1970-01-01 00:00:00.020201226,1,6019,1.0,0,0,0,0,Fresno,-119.6506833,36.75807672,W,Growth Management,green,Sacramento,#d62728,Reform
1970-01-01 00:00:00.020210605,1,21239,-1.0,0,0,0,0,Woodford,-84.74341301,38.04257558,MW,Middle America,orange,Louisville (IN),#f7b6d2,Traditional
1970-01-01 00:00:00.020210429,1,9007,-1.0,0,0,0,0,Middlesex,-72.5354823,41.46358412,NE,Middle America,orange,Hartford,#9edae5,Traditional
1970-01-01 00:00:00.020210506,1,49049,-2.0,0,0,0,0,Utah,-111.670284,40.11980262,W,High Density,orange,Salt Lake City,#d62728,Traditional
1970-01-01 00:00:00.020210321,1,6073,-1.0,0,0,0,0,San Diego,-116.7353982,33.03386576,W,Growth Management,green,San Diego,#d62728,Reform
1970-01-01 00:00:00.020210518,1,12109,0.0,0,0,0,0,St. Johns,-81.4405388,29.90168542,S,Growth Management,green,Jacksonville,#1f77b4,Reform
1970-01-01 00:00:00.020210507,1,35013,0.0,0,0,0,0,Doa Ana,-106.8330858,32.35265229,W,Growth Management,green,Phoenix,#d62728,Reform
1970-01-01 00:00:00.020210404,1,39161,0.0,0,0,0,0,Van Wert,-84.58607604,40.8555416,S,Middle America,orange,Cincinnati (KY),#1f77b4,Traditional
1970-01-01 00:00:00.020210425,1,9003,1.0,0,0,0,0,Hartford,-72.73301048,41.80669859,NE,Middle America,orange,Hartford,#9edae5,Traditional
1970-01-01 00:00:00.020210415,1,6001,0.0,0,0,0,0,Alameda,-121.888612,37.64642367,W,Growth Control,green,San Francisco,#d62728,Reform
1970-01-01 00:00:00.020210422,1,47065,1.0,0,0,0,0,Hamilton,-85.1644476,35.18133492,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020210315,1,24510,0.0,0,0,0,0,Baltimore,-76.61440436,39.30522045,S,Containment-Lite,green,Philadelphia (MD),#1f77b4,Reform
1970-01-01 00:00:00.020210413,1,37057,-1.0,0,0,0,0,Davidson,-80.21253309,35.79311799,S,Middle America,orange,Greensboro,#1f77b4,Traditional
1970-01-01 00:00:00.020210422,1,37089,0.0,0,0,0,0,Henderson,-82.48021492,35.33655768,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020210318,2,45021,0.0,0,0,0,1,Cherokee,-81.62012099,35.04837373,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020210318,2,45021,0.0,0,0,0,1,Cherokee,-81.62012099,35.04837373,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020210409,1,36101,2.0,0,0,0,0,Steuben,-77.3834881,42.26788874,NE,Middle America,orange,Rochester,#9edae5,Traditional
1970-01-01 00:00:00.020210209,1,17089,-2.0,0,0,0,0,Kane,-88.42861217,41.93895003,MW,Middle America,orange,Chicago (IL),#f7b6d2,Traditional
1970-01-01 00:00:00.020210405,1,53053,2.0,0,0,0,0,Pierce,-122.1122121,47.02680625,W,Containment,green,Seattle,#d62728,Reform
1970-01-01 00:00:00.020210112,1,24033,-3.0,0,0,0,0,Prince George's,-76.84739072,38.8299677,S,Containment-Lite,green,Washington (DC),#1f77b4,Reform
1970-01-01 00:00:00.020200830,1,24005,-1.0,0,0,0,0,Baltimore,-76.63603021,39.4596552,S,Containment-Lite,green,Philadelphia (MD),#1f77b4,Reform
1970-01-01 00:00:00.020210225,1,41011,0.0,0,0,0,0,Coos,-124.0595871,43.17396579,W,Containment,green,Portland (WA),#d62728,Reform
1970-01-01 00:00:00.020210325,1,35057,-1.0,0,0,0,0,Torrance,-105.8505392,34.64043207,W,Growth Control,green,Denver,#d62728,Reform
1970-01-01 00:00:00.020190117,3,22051,2.0,0,0,0,1,Jefferson,-90.11275154,29.74131251,S,Containment-Lite,green,New Orleans,#1f77b4,Reform
1970-01-01 00:00:00.020210308,1,45015,2.0,0,0,0,0,Berkeley,-79.95087397,33.19764043,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020210101,1,36087,2.0,0,0,0,0,Rockland,-74.02389861,41.15225744,NE,High Density,orange,New York (NY),#9edae5,Traditional
1970-01-01 00:00:00.020190414,1,8077,1.0,0,0,0,0,Mesa,-108.4664844,39.01825229,W,Growth Control,green,Denver,#d62728,Reform
1970-01-01 00:00:00.020210216,1,21099,1.0,0,0,0,0,Hart,-85.88446619,37.29970852,MW,Middle America,orange,Louisville (IN),#f7b6d2,Traditional
1970-01-01 00:00:00.020210202,1,51630,0.0,0,0,0,0,Fredericksburg,-77.48619454,38.29892214,S,Containment-Lite,green,Washington (DC),#1f77b4,Reform
1970-01-01 00:00:00.020210124,1,39159,0.0,0,0,0,0,Union,-83.37130174,40.29926661,MW,Middle America,orange,Columbus,#f7b6d2,Traditional
1970-01-01 00:00:00.020210107,1,6093,0.0,0,0,0,0,Siskiyou,-122.5405164,41.59272613,W,Growth Management,green,Sacramento,#d62728,Reform
1970-01-01 00:00:00.020210115,1,45053,0.0,0,0,0,0,Jasper,-81.03177638,32.43633197,S,Growth Management,green,Jacksonville,#1f77b4,Reform
1970-01-01 00:00:00.020200507,1,12086,0.0,0,0,0,0,Miami-Dade,-80.55914415,25.61511557,S,Growth Management,green,Miami,#1f77b4,Reform
1970-01-01 00:00:00.020201123,1,6037,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020201025,2,6071,-5.0,0,0,0,1,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
1970-01-01 00:00:00.020200714,2,12009,-1.0,0,0,0,1,Brevard,-80.73218698,28.29324349,S,Growth Management,green,Orlando,#1f77b4,Reform
1970-01-01 00:00:00.020201123,1,30043,0.0,0,0,0,0,Jefferson,-112.0940513,46.14859974,W,High Density,orange,Salt Lake City,#d62728,Traditional
1970-01-01 00:00:00.020201130,1,29083,-1.0,0,0,0,0,Henry,-93.7928174,38.38506942,MW,Middle America,orange,Kansas City (MO),#f7b6d2,Traditional
1970-01-01 00:00:00.020201115,1,13095,-4.0,0,0,0,0,Dougherty,-84.21604918,31.53329476,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020200916,2,5115,0.0,0,0,0,1,Pope,-93.03400145,35.4476948,S,Containment,green,Memphis (AR),#1f77b4,Reform
1970-01-01 00:00:00.020201130,5,47065,1.0,0,0,0,1,Hamilton,-85.1644476,35.18133492,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020201130,1,9001,-1.0,0,0,0,0,Fairfield,-73.38919037,41.26973285,NE,Middle America,orange,New Haven,#9edae5,Traditional
1970-01-01 00:00:00.020201108,1,1061,-2.0,0,0,0,0,Geneva,-85.83932953,31.09486905,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020201114,1,55133,-1.0,0,0,0,0,Waukesha,-88.30430125,43.01833546,MW,Middle America,orange,Milwaukee,#f7b6d2,Traditional
1970-01-01 00:00:00.020201105,1,47047,0.0,0,0,0,0,Fayette,-89.41493045,35.19709994,S,Containment,green,Memphis (MS),#1f77b4,Reform
1970-01-01 00:00:00.020201106,1,36091,0.0,0,0,0,0,Saratoga,-73.86394518,43.10743063,NE,Middle America,orange,Hartford,#9edae5,Traditional
1970-01-01 00:00:00.020201022,1,56009,0.0,0,0,0,0,Converse,-105.5077277,42.9722826,W,Growth Control,green,Denver,#d62728,Reform
1970-01-01 00:00:00.020201024,1,45079,-2.0,0,0,0,0,Richland,-80.90384361,34.02226754,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020200730,2,6071,-5.0,0,0,0,1,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
1970-01-01 00:00:00.020201013,1,37001,-1.0,0,0,0,0,Alamance,-79.39913194,36.04378576,S,Middle America,orange,Greensboro,#1f77b4,Traditional
1970-01-01 00:00:00.020200805,1,17115,-1.0,0,0,0,0,Macon,-88.96174804,39.85999062,MW,Middle America,orange,St. Louis (IL),#f7b6d2,Traditional
1970-01-01 00:00:00.020200825,3,13067,-3.0,0,0,0,1,Cobb,-84.57652963,33.94183776,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020200827,1,13077,-1.0,0,0,0,0,Coweta,-84.76342787,33.35346702,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020200319,1,6037,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020191202,1,6071,-5.0,0,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
1970-01-01 00:00:00.020200827,1,37159,0.0,0,0,0,0,Rowan,-80.52501519,35.64030608,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020200817,1,9003,1.0,0,0,0,0,Hartford,-72.73301048,41.80669859,NE,Middle America,orange,Hartford,#9edae5,Traditional
1970-01-01 00:00:00.020200617,1,6073,-1.0,0,0,0,0,San Diego,-116.7353982,33.03386576,W,Growth Management,green,San Diego,#d62728,Reform
1970-01-01 00:00:00.020200804,1,6077,1.0,0,0,0,0,San Joaquin,-121.2712102,37.9345275,W,Growth Management,green,Sacramento,#d62728,Reform
1970-01-01 00:00:00.020200324,1,6013,-1.0,0,0,0,0,Contra Costa,-121.9281273,37.91933375,W,Growth Control,green,San Francisco,#d62728,Reform
1970-01-01 00:00:00.020190913,1,13313,-1.0,0,0,0,0,Whitfield,-84.96674982,34.80650119,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020200716,2,4013,4.0,0,0,0,1,Maricopa,-112.4908888,33.34875974,W,Growth Management,green,Phoenix,#d62728,Reform
1970-01-01 00:00:00.020190201,1,9009,-1.0,0,0,0,0,New Haven,-72.93235204,41.41072833,NE,Middle America,orange,New Haven,#9edae5,Traditional
1970-01-01 00:00:00.020200719,1,6037,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020200814,1,26075,-3.0,0,0,0,0,Jackson,-84.42251355,42.24852059,MW,Middle America,orange,Detroit,#f7b6d2,Traditional
1970-01-01 00:00:00.020200727,1,12107,0.0,0,0,0,0,Putnam,-81.7442726,29.60884076,S,Growth Management,green,Jacksonville,#1f77b4,Reform
1970-01-01 00:00:00.020200423,1,6065,2.0,0,0,0,0,Riverside,-115.9939021,33.74329781,W,Growth Management,green,San Diego,#d62728,Reform
1970-01-01 00:00:00.020200403,2,6077,1.0,0,0,0,1,San Joaquin,-121.2712102,37.9345275,W,Growth Management,green,Sacramento,#d62728,Reform
1970-01-01 00:00:00.020200511,1,6013,-1.0,0,0,0,0,Contra Costa,-121.9281273,37.91933375,W,Growth Control,green,San Francisco,#d62728,Reform
1970-01-01 00:00:00.020200710,1,12097,-1.0,0,0,0,0,Osceola,-81.14924253,28.06245875,S,Growth Management,green,Orlando,#1f77b4,Reform
1970-01-01 00:00:00.020200710,1,12097,-1.0,0,0,0,0,Osceola,-81.14924253,28.06245875,S,Growth Management,green,Orlando,#1f77b4,Reform
1970-01-01 00:00:00.020200717,1,12047,2.0,0,0,0,0,Hamilton,-82.94763284,30.49612932,S,Growth Management,green,Jacksonville,#1f77b4,Reform
1970-01-01 00:00:00.020200725,2,37045,0.0,0,0,0,1,Cleveland,-81.55570623,35.33410942,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020200627,1,9001,-1.0,0,0,0,0,Fairfield,-73.38919037,41.26973285,NE,Middle America,orange,New Haven,#9edae5,Traditional
1970-01-01 00:00:00.020200609,1,28059,0.0,0,0,0,0,Jackson,-88.6353787,30.53467952,S,Containment-Lite,green,New Orleans,#1f77b4,Reform
1970-01-01 00:00:00.020200515,1,6065,2.0,0,0,0,0,Riverside,-115.9939021,33.74329781,W,Growth Management,green,San Diego,#d62728,Reform
1970-01-01 00:00:00.020200706,1,51650,-1.0,0,0,0,0,Hampton,-76.36333533,37.05573241,S,Middle America,orange,Norfolk (VA),#1f77b4,Traditional
1970-01-01 00:00:00.020200512,2,6037,-6.0,0,0,0,1,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020200519,1,6037,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020200609,1,40049,2.0,0,0,0,0,Garvin,-97.30937006,34.7044021,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
1970-01-01 00:00:00.020200603,1,12057,-3.0,0,0,0,0,Hillsborough,-82.30867294,27.92948052,S,Growth Management,green,Tampa,#1f77b4,Reform
1970-01-01 00:00:00.020200610,1,4012,2.0,0,0,0,0,La Paz,-113.981207,33.7291609,W,Growth Management,green,Phoenix,#d62728,Reform
1970-01-01 00:00:00.020200616,1,37119,0.0,0,0,0,0,Mecklenburg,-80.83268027,35.24675454,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020200601,1,39097,1.0,0,0,0,0,Madison,-83.40012747,39.89429692,MW,Middle America,orange,Columbus,#f7b6d2,Traditional
1970-01-01 00:00:00.020200617,1,12086,0.0,0,0,0,0,Miami-Dade,-80.55914415,25.61511557,S,Growth Management,green,Miami,#1f77b4,Reform
1970-01-01 00:00:00.020200130,1,6073,-1.0,0,0,0,0,San Diego,-116.7353982,33.03386576,W,Growth Management,green,San Diego,#d62728,Reform
1970-01-01 00:00:00.020200425,1,45039,0.0,0,0,0,0,Fairfield,-81.12125577,34.39533447,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020200422,1,10003,0.0,0,0,0,0,New Castle,-75.64791441,39.58150592,NE,Middle America,orange,Philadelphia (PA),#9edae5,Traditional
1970-01-01 00:00:00.020200322,1,6107,0.0,0,0,0,0,Tulare,-118.8004216,36.22081997,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020200404,1,6077,1.0,0,0,0,0,San Joaquin,-121.2712102,37.9345275,W,Growth Management,green,Sacramento,#d62728,Reform
1970-01-01 00:00:00.020200421,1,5107,0.0,0,0,0,0,Phillips,-90.84810681,34.42853288,S,Containment,green,Memphis (AR),#1f77b4,Reform
1970-01-01 00:00:00.020200402,1,12097,-1.0,0,0,0,0,Osceola,-81.14924253,28.06245875,S,Growth Management,green,Orlando,#1f77b4,Reform
1970-01-01 00:00:00.020200301,1,12111,-1.0,0,0,0,0,St. Lucie,-80.47111892,27.377528,S,Growth Management,green,West Palm Beach,#1f77b4,Reform
1970-01-01 00:00:00.020200104,1,6073,-1.0,0,0,0,0,San Diego,-116.7353982,33.03386576,W,Growth Management,green,San Diego,#d62728,Reform
1970-01-01 00:00:00.020200312,1,6065,2.0,0,0,0,0,Riverside,-115.9939021,33.74329781,W,Growth Management,green,San Diego,#d62728,Reform
1970-01-01 00:00:00.020200218,1,20059,0.0,0,0,0,0,Franklin,-95.28621552,38.56442768,MW,Middle America,orange,Kansas City (KS),#f7b6d2,Traditional
1970-01-01 00:00:00.020200316,1,22001,2.0,0,0,0,0,Acadia,-92.41163568,30.29064732,S,Containment-Lite,green,New Orleans,#1f77b4,Reform
1970-01-01 00:00:00.020200220,1,13185,0.0,0,0,0,0,Lowndes,-83.26738819,30.83391096,S,Growth Management,green,Jacksonville,#1f77b4,Reform
1970-01-01 00:00:00.020200227,3,37097,-4.0,0,0,0,1,Iredell,-80.87332588,35.8068797,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020200322,1,12057,-3.0,0,0,0,0,Hillsborough,-82.30867294,27.92948052,S,Growth Management,green,Tampa,#1f77b4,Reform
1970-01-01 00:00:00.020191111,1,13035,1.0,0,0,0,0,Butts,-83.95691187,33.28698774,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020200229,1,22017,3.0,0,0,0,0,Caddo,-93.88236667,32.5802177,S,Dallas-San Antonio,red,Dallas,#1f77b4,Wild Texas
1970-01-01 00:00:00.020191223,1,13121,-1.0,0,0,0,0,Fulton,-84.46714878,33.79038574,S,Middle America,orange,Atlanta,#1f77b4,Traditional
1970-01-01 00:00:00.020200106,1,34025,-3.0,0,0,0,0,Monmouth,-74.22051128,40.2606812,NE,High Density,orange,New York (NY),#9edae5,Traditional
1970-01-01 00:00:00.020200107,1,12109,0.0,0,0,0,0,St. Johns,-81.4405388,29.90168542,S,Growth Management,green,Jacksonville,#1f77b4,Reform
1970-01-01 00:00:00.020200123,1,6037,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020200216,1,5045,0.0,0,0,0,0,Faulkner,-92.33201857,35.14732521,S,Containment,green,Memphis (AR),#1f77b4,Reform
1970-01-01 00:00:00.020191102,1,6073,-1.0,0,0,0,0,San Diego,-116.7353982,33.03386576,W,Growth Management,green,San Diego,#d62728,Reform
1970-01-01 00:00:00.020200221,1,37183,-3.0,0,0,0,0,Wake,-78.65050164,35.78982367,S,Middle America,orange,Raleigh,#1f77b4,Traditional
1970-01-01 00:00:00.020180612,1,9009,-1.0,0,0,0,0,New Haven,-72.93235204,41.41072833,NE,Middle America,orange,New Haven,#9edae5,Traditional
1970-01-01 00:00:00.020200207,1,21213,0.0,0,0,0,0,Simpson,-86.58284235,36.74196569,S,Containment,green,Nashville,#1f77b4,Reform
1970-01-01 00:00:00.020200123,1,31109,1.0,0,0,0,0,Lancaster,-96.68776297,40.78416865,MW,Middle America,orange,Kansas City (KS),#f7b6d2,Traditional
1970-01-01 00:00:00.020191216,1,53033,-3.0,0,0,0,0,King,-121.8063614,47.49034831,W,Containment,green,Seattle,#d62728,Reform
1970-01-01 00:00:00.020200107,1,9003,1.0,0,0,0,0,Hartford,-72.73301048,41.80669859,NE,Middle America,orange,Hartford,#9edae5,Traditional
1970-01-01 00:00:00.020190502,1,6065,2.0,0,0,0,0,Riverside,-115.9939021,33.74329781,W,Growth Management,green,San Diego,#d62728,Reform
1970-01-01 00:00:00.020181116,1,4013,4.0,0,0,0,0,Maricopa,-112.4908888,33.34875974,W,Growth Management,green,Phoenix,#d62728,Reform
1970-01-01 00:00:00.020190328,1,17177,0.0,0,0,0,0,Stephenson,-89.66268151,42.35166558,MW,Middle America,orange,Milwaukee,#f7b6d2,Traditional
1970-01-01 00:00:00.020190901,1,6037,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020191029,1,6033,0.0,0,0,0,0,Lake,-122.7532352,39.0996887,W,Growth Management,green,Sacramento,#d62728,Reform
1970-01-01 00:00:00.020191205,1,29107,-2.0,0,0,0,0,Lafayette,-93.7855705,39.06555761,MW,Middle America,orange,Kansas City (MO),#f7b6d2,Traditional
1970-01-01 00:00:00.020181029,1,36119,0.0,0,0,0,0,Westchester,-73.75591281,41.16176335,NE,High Density,orange,New York (NY),#9edae5,Traditional
1970-01-01 00:00:00.020180926,1,30111,2.0,0,0,0,0,Yellowstone,-108.2742553,45.93715306,W,High Density,orange,Salt Lake City,#d62728,Traditional
1970-01-01 00:00:00.020180311,1,51107,-1.0,0,0,0,0,Loudoun,-77.63575211,39.09048044,S,Containment-Lite,green,Washington (MD),#1f77b4,Reform
1970-01-01 00:00:00.020191026,1,6071,-5.0,0,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
1970-01-01 00:00:00.020191030,1,28089,-3.0,0,0,0,0,Madison,-90.03327096,32.63533895,S,Containment,green,Memphis (MS),#1f77b4,Reform
1970-01-01 00:00:00.020190909,1,45075,0.0,0,0,0,0,Orangeburg,-80.80086358,33.43921301,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020191106,1,1003,-2.0,0,0,0,0,Baldwin,-87.72274477,30.72782468,S,Containment-Lite,green,New Orleans,#1f77b4,Reform
1970-01-01 00:00:00.020191106,2,5125,0.0,0,0,0,1,Saline,-92.67655329,34.64661779,S,Containment,green,Memphis (AR),#1f77b4,Reform
1970-01-01 00:00:00.020191106,1,55089,1.0,0,0,0,0,Ozaukee,-87.95138777,43.38375913,MW,Middle America,orange,Milwaukee,#f7b6d2,Traditional
1970-01-01 00:00:00.020190527,1,4013,4.0,0,0,0,0,Maricopa,-112.4908888,33.34875974,W,Growth Management,green,Phoenix,#d62728,Reform
1970-01-01 00:00:00.020180926,1,6037,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020191028,2,23001,-1.0,0,0,0,1,Androscoggin,-70.20524042,44.16543634,NE,Extreme Exclusion,blue,Boston (NH),#9edae5,Exclusion
1970-01-01 00:00:00.020190807,1,6001,0.0,0,0,0,0,Alameda,-121.888612,37.64642367,W,Growth Control,green,San Francisco,#d62728,Reform
1970-01-01 00:00:00.020191004,1,37119,0.0,0,0,0,0,Mecklenburg,-80.83268027,35.24675454,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020191004,1,45063,1.0,0,0,0,0,Lexington,-81.27229853,33.90217281,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020190830,1,1003,-2.0,0,0,0,0,Baldwin,-87.72274477,30.72782468,S,Containment-Lite,green,New Orleans,#1f77b4,Reform
1970-01-01 00:00:00.020190919,1,45083,-1.0,0,0,0,0,Spartanburg,-81.99110742,34.93148726,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020190917,1,45083,-1.0,0,0,0,0,Spartanburg,-81.99110742,34.93148726,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020190725,1,22047,0.0,0,0,0,0,Iberville,-91.3485086,30.25819586,S,Containment-Lite,green,New Orleans,#1f77b4,Reform
1970-01-01 00:00:00.020190619,1,6089,1.0,0,0,0,0,Shasta,-122.0409443,40.76391106,W,Growth Management,green,Sacramento,#d62728,Reform
1970-01-01 00:00:00.020190820,1,53015,0.0,0,0,0,0,Cowlitz,-122.6802732,46.19321499,W,Containment,green,Portland (WA),#d62728,Reform
1970-01-01 00:00:00.020190820,1,45079,-2.0,0,0,0,0,Richland,-80.90384361,34.02226754,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
1970-01-01 00:00:00.020190225,1,6073,-1.0,0,0,0,0,San Diego,-116.7353982,33.03386576,W,Growth Management,green,San Diego,#d62728,Reform
1970-01-01 00:00:00.020190724,1,41029,0.0,0,0,0,0,Jackson,-122.728377,42.43216537,W,Containment,green,Portland (WA),#d62728,Reform
1970-01-01 00:00:00.020190725,1,6071,-5.0,0,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
1970-01-01 00:00:00.020190606,1,6067,-1.0,0,0,0,0,Sacramento,-121.3445212,38.44881725,W,Growth Management,green,Sacramento,#d62728,Reform
1970-01-01 00:00:00.020190720,1,4015,1.0,0,0,0,0,Mohave,-113.7581706,35.70456821,W,Containment,green,Las Vegas (AZ),#d62728,Reform
1970-01-01 00:00:00.020190725,2,45051,5.0,0,0,0,1,Horry,-78.99657939,33.92139357,S,Middle America,orange,Raleigh,#1f77b4,Traditional
1970-01-01 00:00:00.020190531,1,6037,-6.0,0,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
1970-01-01 00:00:00.020190701,1,47117,0.0,0,0,0,0,Marshall,-86.76591028,35.46843385,S,Containment,green,Nashville,#1f77b4,Reform
1970-01-01 00:00:00.020190703,1,32021,1.0,0,0,0,0,Mineral,-118.4346446,38.53880917,W,Growth Management,green,Sacramento,#d62728,Reform
